0.0	0.0	विश्
0.673	0.673	वं
0.9501875	0.9501875	विष्
1.169125	1.169125	णुर्
1.405125	1.405125	व
1.57	1.57	षट्
1.77025	1.77025	का
2.1584375	2.1584375	रो
2.42	2.42	भू
2.6815625	2.6815625	त
2.849375	2.849375	भव्
3.0490625	3.0490625	य
3.2681875	3.2681875	भ
3.407625	3.407625	वत्
3.5890625	3.5890625	प्र
3.7464375	3.7464375	भुः
4.52	4.52	भू
4.711875	4.711875	त
4.868	4.868	कृद्
5.094875	5.094875	भू
5.4099375	5.4099375	त
5.563375	5.563375	भृद्
5.7516875	5.7516875	भा
6.103	6.103	वो
6.47	6.47	भू
6.6595625	6.6595625	तात्
7.0445625	7.0445625	मा
7.3968125	7.3968125	भू
7.6318125	7.6318125	त
7.7744375	7.7744375	भा
8.041375	8.041375	व
8.14475	8.14475	नः
8.76	8.76	पू
8.9929375	8.9929375	तात्
9.3211875	9.3211875	मा
9.6291875	9.6291875	प
9.791625	9.791625	र
9.923875	9.923875	मात्
10.2855625	10.2855625	मा
10.5984375	10.5984375	च
10.78	10.78	मुक्
10.9046875	10.9046875	ता
11.313125	11.313125	नां
11.5766875	11.5766875	प
11.70125	11.70125	र
11.8140625	11.8140625	मा
12.1236875	12.1236875	ग
12.2276875	12.2276875	तिः
12.92	12.92	अव्
13.0866875	13.0866875	य
13.2553125	13.2553125	यः
13.4456875	13.4456875	पु
13.5771875	13.5771875	रु
13.7681875	13.7681875	षः
14.0044375	14.0044375	साक्
14.2863125	14.2863125	षी
14.6	14.6	क्षेत्
15.011875	15.011875	रज्
15.3250625	15.3250625	ञोक्
15.5961875	15.5961875	ष
15.83475	15.83475	र
16.0271875	16.0271875	ए
16.219625	16.219625	व
16.3983125	16.3983125	च
17.04	17.04	यो
17.3655	17.3655	गो
17.6104375	17.6104375	यो
17.890375	17.890375	ग
18.0053125	18.0053125	वि
18.1628125	18.1628125	दां
18.5076875	18.5076875	ने
18.820125	18.820125	ता
19.08	19.08	प्र
19.2725	19.2725	धा
19.5649375	19.5649375	न
19.8124375	19.8124375	पु
19.922375	19.922375	रु
20.057375	20.057375	षेश्
20.4198125	20.4198125	व
20.53725	20.53725	रः
21.2	21.2	ना
21.4694375	21.4694375	र
21.6269375	21.6269375	सिं
21.92875	21.92875	ह
22.020625	22.020625	व
22.1791875	22.1791875	पुःश्
22.4625625	22.4625625	री
22.686375	22.686375	मान्
23.0	23.0	के
23.2770625	23.2770625	श
23.4080625	23.4080625	वः
23.597	23.597	पु
23.73825	23.73825	रु
23.9175625	23.9175625	षोत्
24.109125	24.109125	त
24.23325	24.23325	मः
25.44	25.44	सर्
25.8544375	25.8544375	वः
26.0710625	26.0710625	शर्
26.369125	26.369125	वः
26.558	26.558	शि
26.7185625	26.7185625	वःस्
26.8818125	26.8818125	था
27.3149375	27.3149375	णुर्
27.6	27.6	भू
27.8316875	27.8316875	ता
28.1760625	28.1760625	दिर्
28.368125	28.368125	नि
28.5639375	28.5639375	धि
28.7374375	28.7374375	रव्
28.83425	28.83425	य
29.0255625	29.0255625	यः
29.6	29.6	सम्
29.948375	29.948375	भ
30.1055625	30.1055625	वो
30.3993125	30.3993125	भा
30.69925	30.69925	व
30.8326875	30.8326875	नो
31.097625	31.097625	भर्
31.30325	31.30325	ता
31.54	31.54	प्र
31.8075	31.8075	भ
31.942375	31.942375	वः
32.1603125	32.1603125	प्र
32.3575	32.3575	भु
32.506375	32.506375	रीश्
32.8244375	32.8244375	व
32.990875	32.990875	रः
33.72	33.72	स्व
34.0265625	34.0265625	यम्
34.2980625	34.2980625	भूः
34.61175	34.61175	शम्
35.0025625	35.0025625	भु
35.089625	35.089625	रा
35.3698125	35.3698125	दित्
35.551125	35.551125	यः
35.84	35.84	पुष्
36.043125	36.043125	क
36.2275625	36.2275625	राक्
36.428	36.428	षो
36.808	36.808	म
36.9815625	36.9815625	हास्
37.2434375	37.2434375	व
37.367375	37.367375	नः
38.0	38.0	अ
38.136125	38.136125	ना
38.406375	38.406375	दि
38.55825	38.55825	नि
38.708	38.708	ध
38.90325	38.90325	नो
39.1486875	39.1486875	धा
39.462375	39.462375	ता
39.74	39.74	वि
39.90275	39.90275	धा
40.190375	40.190375	ता
40.4888125	40.4888125	धा
40.745125	40.745125	तु
40.8526875	40.8526875	रुत्
41.0383125	41.0383125	त
41.1851875	41.1851875	मः
42.16	42.16	अ
42.293125	42.293125	प्र
42.556875	42.556875	मे
42.8423125	42.8423125	यो
43.1095	43.1095	हृ
43.2765625	43.2765625	षी
43.5694375	43.5694375	के
43.8700625	43.8700625	शः
44.14	44.14	पद्
44.4163125	44.4163125	म
44.6419375	44.6419375	ना
44.89825	44.89825	भो
45.2031875	45.2031875	म
45.3659375	45.3659375	र
45.604875	45.604875	प्र
45.753625	45.753625	भुः
46.4	46.4	विश्
46.6370625	46.6370625	व
46.8215	46.8215	कर्
47.069125	47.069125	मा
47.31675	47.31675	म
47.441625	47.441625	नुस्त्
47.718375	47.718375	वष्
47.9951875	47.9951875	टा
48.24	48.24	स्थ
48.61725	48.61725	विष्
48.8658125	48.8658125	ठःस्
49.0830625	49.0830625	थ
49.3208125	49.3208125	वि
49.4500625	49.4500625	रोध्
49.644625	49.644625	रु
